miRNA	Gene	Score
hsa-miR-769-3p	FGF22	0.257
hsa-miR-3168	AMBP	1.194
hsa-miR-3168	FGF22	0.146
hsa-miR-143-3p	AMBP	0.0
hsa-miR-143-3p	FGF22	0.0
hsa-miR-6874-5p	FGF22	0.0
hsa-miR-6874-5p	AMBP	0.048
hsa-miR-516b-3p	FGF22	0.77
hsa-miR-516b-3p	AMBP	1.183
hsa-miR-10b-5p	AMBP	0.0
hsa-miR-10b-5p	FGF22	0.211
hsa-miR-4677-5p	FGF22	0.0
hsa-miR-4677-5p	AMBP	0.0
hsa-miR-7705	FGF22	0.0
hsa-miR-7705	AMBP	0.0
hsa-miR-6847-3p	AMBP	0.124
hsa-miR-6847-3p	FGF22	0.207
hsa-miR-6755-5p	FGF22	0.053
hsa-miR-6755-5p	AMBP	0.0
hsa-miR-512-3p	FGF22	0.0
hsa-miR-512-3p	AMBP	0.0
hsa-miR-153-3p	AMBP	0.0
hsa-miR-153-3p	FGF22	0.0
hsa-miR-4454	FGF22	0.219
hsa-miR-4454	AMBP	0.168
hsa-miR-8064	AMBP	0.0
hsa-miR-8064	FGF22	0.626
hsa-miR-7110-3p	FGF22	0.423
hsa-miR-7110-3p	AMBP	0.0
hsa-miR-423-3p	FGF22	0.083
hsa-miR-423-3p	AMBP	0.0
hsa-miR-331-5p	AMBP	0.0
hsa-miR-331-5p	FGF22	0.0
hsa-miR-190a-3p	AMBP	0.0
hsa-miR-190a-3p	FGF22	0.0
hsa-miR-610	FGF22	0.0
hsa-miR-610	AMBP	0.0
hsa-miR-198	AMBP	0.0
hsa-miR-198	FGF22	0.0
hsa-miR-4536-5p	FGF22	0.0
hsa-miR-4536-5p	AMBP	0.0
hsa-miR-4760-5p	AMBP	0.104
hsa-miR-4760-5p	FGF22	0.0
hsa-miR-3924	AMBP	0.0
hsa-miR-3924	FGF22	0.0
hsa-miR-5692b	FGF22	0.0
hsa-miR-5692b	AMBP	0.0
hsa-miR-6742-5p	AMBP	0.0
hsa-miR-6742-5p	FGF22	0.0
hsa-miR-612	FGF22	0.0
hsa-miR-612	AMBP	0.0
hsa-miR-935	AMBP	0.0
hsa-miR-935	FGF22	0.0
hsa-miR-8089	FGF22	0.0
hsa-miR-8089	AMBP	0.0
hsa-miR-6774-3p	FGF22	0.399
hsa-miR-6774-3p	AMBP	0.0
hsa-miR-4503	AMBP	0.0
hsa-miR-4503	FGF22	0.0
hsa-miR-762	AMBP	0.004
hsa-miR-762	FGF22	0.204
hsa-miR-150-3p	AMBP	0.174
hsa-miR-150-3p	FGF22	0.043
hsa-miR-548aq-5p	AMBP	0.0
hsa-miR-548aq-5p	FGF22	0.0
hsa-miR-4999-3p	AMBP	0.0
hsa-miR-4999-3p	FGF22	0.331
hsa-miR-3130-5p	AMBP	0.0
hsa-miR-3130-5p	FGF22	0.429
hsa-miR-6883-3p	FGF22	0.241
hsa-miR-6883-3p	AMBP	0.302
hsa-miR-497-3p	FGF22	0.0
hsa-miR-497-3p	AMBP	0.0
hsa-miR-3689c	AMBP	0.0
hsa-miR-3689c	FGF22	0.508
hsa-miR-8082	AMBP	0.0
hsa-miR-8082	FGF22	0.0
hsa-miR-6818-5p	FGF22	0.0
hsa-miR-6818-5p	AMBP	0.0
hsa-miR-6506-5p	AMBP	0.0
hsa-miR-6506-5p	FGF22	0.0
hsa-miR-4315	AMBP	1.027
hsa-miR-4315	FGF22	0.639
hsa-miR-676-3p	AMBP	0.0
hsa-miR-676-3p	FGF22	0.525
hsa-miR-6508-3p	AMBP	0.25
hsa-miR-6508-3p	FGF22	0.406
hsa-miR-3181	FGF22	0.966
hsa-miR-3181	AMBP	0.923
hsa-miR-3927-3p	FGF22	0.133
hsa-miR-3927-3p	AMBP	0.0
hsa-miR-5193	AMBP	0.291
hsa-miR-5193	FGF22	0.592
hsa-miR-7843-5p	AMBP	0.0
hsa-miR-7843-5p	FGF22	0.354
hsa-miR-6781-3p	FGF22	0.436
hsa-miR-6781-3p	AMBP	0.176
hsa-miR-376b-3p	AMBP	0.0
hsa-miR-376b-3p	FGF22	0.0
hsa-miR-4259	AMBP	0.0
hsa-miR-4259	FGF22	0.054
hsa-miR-566	FGF22	0.931
hsa-miR-566	AMBP	0.109
hsa-miR-371a-5p	FGF22	0.0
hsa-miR-371a-5p	AMBP	0.0
hsa-miR-548e-5p	AMBP	0.0
hsa-miR-548e-5p	FGF22	0.0
hsa-miR-651-5p	AMBP	0.0
hsa-miR-651-5p	FGF22	0.0
hsa-miR-422a	FGF22	0.0
hsa-miR-422a	AMBP	0.0
hsa-miR-4642	FGF22	0.0
hsa-miR-4642	AMBP	0.005
hsa-miR-4724-3p	AMBP	0.0
hsa-miR-4724-3p	FGF22	0.0
hsa-miR-7160-3p	AMBP	0.467
hsa-miR-7160-3p	FGF22	0.316
hsa-miR-6744-5p	FGF22	0.716
hsa-miR-6744-5p	AMBP	0.0
hsa-miR-4524a-3p	AMBP	0.0
hsa-miR-4524a-3p	FGF22	0.0
hsa-miR-873-3p	FGF22	0.317
hsa-miR-873-3p	AMBP	0.018
hsa-miR-362-3p	FGF22	0.0
hsa-miR-362-3p	AMBP	0.369
hsa-miR-4758-3p	FGF22	0.221
hsa-miR-4758-3p	AMBP	0.044
hsa-miR-1263	AMBP	0.0
hsa-miR-1263	FGF22	0.0
hsa-miR-6512-3p	AMBP	0.0
hsa-miR-6512-3p	FGF22	0.0
hsa-miR-670-5p	AMBP	0.0
hsa-miR-670-5p	FGF22	0.454
hsa-miR-1257	AMBP	0.0
hsa-miR-1257	FGF22	0.0
hsa-miR-3911	FGF22	0.077
hsa-miR-3911	AMBP	0.0
hsa-miR-4429	FGF22	0.166
hsa-miR-4429	AMBP	0.0
hsa-miR-6073	FGF22	0.0
hsa-miR-6073	AMBP	0.314
hsa-miR-4711-5p	AMBP	0.084
hsa-miR-4711-5p	FGF22	0.0
hsa-miR-3646	FGF22	0.0
hsa-miR-3646	AMBP	0.0
hsa-miR-6085	AMBP	0.258
hsa-miR-6085	FGF22	0.757
hsa-miR-4459	FGF22	0.176
hsa-miR-4459	AMBP	0.0
hsa-miR-4667-5p	FGF22	0.0
hsa-miR-4667-5p	AMBP	0.0
hsa-miR-146b-5p	FGF22	0.0
hsa-miR-146b-5p	AMBP	0.0
hsa-miR-6730-5p	AMBP	0.0
hsa-miR-6730-5p	FGF22	0.0
hsa-miR-378a-3p	FGF22	0.0
hsa-miR-378a-3p	AMBP	0.0
hsa-miR-3650	FGF22	0.432
hsa-miR-3650	AMBP	0.53
hsa-miR-4798-3p	AMBP	0.0
hsa-miR-4798-3p	FGF22	0.0
hsa-miR-4789-5p	FGF22	0.0
hsa-miR-4789-5p	AMBP	0.0
hsa-miR-4686	FGF22	0.0
hsa-miR-4686	AMBP	0.0
hsa-miR-133b	AMBP	0.0
hsa-miR-133b	FGF22	0.0
hsa-miR-548ah-3p	FGF22	0.0
hsa-miR-548ah-3p	AMBP	0.0
hsa-miR-3663-5p	FGF22	0.245
hsa-miR-3663-5p	AMBP	1.01
hsa-miR-410-5p	AMBP	0.0
hsa-miR-410-5p	FGF22	1.079
hsa-miR-4728-3p	AMBP	0.0
hsa-miR-4728-3p	FGF22	0.0
hsa-miR-15b-5p	AMBP	0.0
hsa-miR-15b-5p	FGF22	0.0
hsa-miR-548q	FGF22	0.318
hsa-miR-548q	AMBP	0.029
hsa-miR-572	FGF22	0.814
hsa-miR-572	AMBP	0.102
hsa-miR-4659b-5p	FGF22	0.0
hsa-miR-4659b-5p	AMBP	0.0
hsa-miR-4664-3p	AMBP	0.219
hsa-miR-4664-3p	FGF22	0.254
hsa-miR-4478	FGF22	1.716
hsa-miR-4478	AMBP	0.686
hsa-miR-3648	AMBP	0.334
hsa-miR-3648	FGF22	0.718
hsa-miR-4307	FGF22	0.412
hsa-miR-4307	AMBP	0.0
hsa-miR-6081	FGF22	0.023
hsa-miR-6081	AMBP	0.0
hsa-miR-937-5p	FGF22	0.536
hsa-miR-937-5p	AMBP	0.0
hsa-miR-181d-3p	FGF22	0.583
hsa-miR-181d-3p	AMBP	0.0
hsa-miR-128-3p	AMBP	0.0
hsa-miR-128-3p	FGF22	0.38
hsa-miR-6829-5p	FGF22	0.826
hsa-miR-6829-5p	AMBP	0.784
hsa-miR-7856-5p	AMBP	0.0
hsa-miR-7856-5p	FGF22	0.0
hsa-miR-4756-5p	FGF22	0.0
hsa-miR-4756-5p	AMBP	0.0
hsa-miR-3175	AMBP	0.0
hsa-miR-3175	FGF22	0.0
hsa-miR-3158-5p	FGF22	0.238
hsa-miR-3158-5p	AMBP	0.097
hsa-miR-4632-3p	AMBP	0.775
hsa-miR-4632-3p	FGF22	0.585
hsa-miR-1237-3p	AMBP	0.318
hsa-miR-1237-3p	FGF22	0.712
hsa-miR-4517	AMBP	0.0
hsa-miR-4517	FGF22	0.0
hsa-miR-155-3p	AMBP	0.0
hsa-miR-155-3p	FGF22	0.0
hsa-miR-3128	AMBP	0.0
hsa-miR-3128	FGF22	0.748
hsa-miR-1268a	FGF22	0.598
hsa-miR-1268a	AMBP	0.0
hsa-miR-4661-3p	FGF22	0.162
hsa-miR-4661-3p	AMBP	0.003
hsa-miR-7152-3p	AMBP	0.0
hsa-miR-7152-3p	FGF22	0.504
hsa-miR-6828-3p	AMBP	0.146
hsa-miR-6828-3p	FGF22	0.944
hsa-miR-8056	FGF22	0.0
hsa-miR-8056	AMBP	0.004
hsa-miR-4444	FGF22	1.03
hsa-miR-4444	AMBP	0.0
hsa-miR-6838-5p	AMBP	0.0
hsa-miR-6838-5p	FGF22	0.0
hsa-miR-6757-5p	FGF22	0.192
hsa-miR-6757-5p	AMBP	0.239
hsa-miR-501-5p	AMBP	0.0
hsa-miR-501-5p	FGF22	0.0
hsa-miR-342-5p	FGF22	0.0
hsa-miR-342-5p	AMBP	0.367
hsa-miR-6758-5p	AMBP	0.0
hsa-miR-6758-5p	FGF22	0.0
hsa-miR-1229-3p	AMBP	0.042
hsa-miR-1229-3p	FGF22	0.252
hsa-miR-642a-3p	FGF22	0.266
hsa-miR-642a-3p	AMBP	0.096
hsa-miR-1284	FGF22	0.0
hsa-miR-1284	AMBP	0.0
hsa-miR-1229-5p	FGF22	0.0
hsa-miR-1229-5p	AMBP	0.0
hsa-miR-3185	FGF22	0.0
hsa-miR-3185	AMBP	0.0
hsa-miR-4270	FGF22	0.603
hsa-miR-4270	AMBP	0.506
hsa-miR-556-5p	AMBP	0.0
hsa-miR-556-5p	FGF22	0.0
hsa-miR-4705	AMBP	0.0
hsa-miR-4705	FGF22	0.0
hsa-miR-519a-5p	AMBP	0.0
hsa-miR-519a-5p	FGF22	0.0
hsa-miR-5094	FGF22	0.0
hsa-miR-5094	AMBP	0.0
hsa-miR-145-3p	FGF22	0.192
hsa-miR-145-3p	AMBP	0.0
hsa-miR-759	FGF22	0.0
hsa-miR-759	AMBP	0.0
hsa-miR-2116-5p	FGF22	0.0
hsa-miR-2116-5p	AMBP	0.171
hsa-miR-4741	FGF22	0.369
hsa-miR-4741	AMBP	0.0
hsa-miR-6789-5p	FGF22	0.0
hsa-miR-6789-5p	AMBP	0.0
hsa-miR-548t-5p	AMBP	0.0
hsa-miR-548t-5p	FGF22	0.0
hsa-miR-29c-3p	FGF22	0.0
hsa-miR-29c-3p	AMBP	0.0
hsa-miR-483-5p	AMBP	0.0
hsa-miR-483-5p	FGF22	0.421
hsa-let-7f-5p	AMBP	0.0
hsa-let-7f-5p	FGF22	0.0
hsa-miR-1539	AMBP	0.279
hsa-miR-1539	FGF22	0.691
hsa-miR-6842-5p	AMBP	0.0
hsa-miR-6842-5p	FGF22	0.0
hsa-miR-4745-5p	FGF22	0.01
hsa-miR-4745-5p	AMBP	0.0
hsa-miR-7111-5p	AMBP	0.0
hsa-miR-7111-5p	FGF22	0.044
hsa-miR-3675-3p	FGF22	0.251
hsa-miR-3675-3p	AMBP	0.112
hsa-let-7d-5p	AMBP	0.0
hsa-let-7d-5p	FGF22	0.0
hsa-miR-3607-5p	AMBP	0.0
hsa-miR-3607-5p	FGF22	0.0
hsa-miR-30e-5p	AMBP	0.0
hsa-miR-30e-5p	FGF22	0.0
hsa-miR-555	AMBP	0.0
hsa-miR-555	FGF22	0.264
hsa-miR-1271-5p	FGF22	0.0
hsa-miR-1271-5p	AMBP	0.0
hsa-miR-18a-3p	FGF22	0.167
hsa-miR-18a-3p	AMBP	0.0
hsa-miR-1255b-2-3p	AMBP	0.0
hsa-miR-1255b-2-3p	FGF22	0.0
hsa-miR-378b	FGF22	0.234
hsa-miR-378b	AMBP	0.37
hsa-miR-7161-5p	FGF22	0.0
hsa-miR-7161-5p	AMBP	0.0
hsa-miR-3915	AMBP	0.068
hsa-miR-3915	FGF22	0.0
hsa-miR-5007-3p	AMBP	0.0
hsa-miR-5007-3p	FGF22	0.0
hsa-miR-4462	AMBP	0.0
hsa-miR-4462	FGF22	0.0
hsa-miR-6820-3p	AMBP	0.193
hsa-miR-6820-3p	FGF22	0.213
hsa-miR-369-5p	AMBP	0.0
hsa-miR-369-5p	FGF22	0.35
hsa-miR-4537	AMBP	0.05
hsa-miR-4537	FGF22	0.0
hsa-miR-5704	AMBP	0.0
hsa-miR-5704	FGF22	0.0
hsa-miR-4450	AMBP	0.264
hsa-miR-4450	FGF22	0.384
hsa-miR-4321	FGF22	0.549
hsa-miR-4321	AMBP	0.0
hsa-miR-4799-3p	AMBP	0.0
hsa-miR-4799-3p	FGF22	0.0
hsa-miR-4745-3p	FGF22	0.0
hsa-miR-4745-3p	AMBP	0.0
hsa-miR-4725-5p	FGF22	0.136
hsa-miR-4725-5p	AMBP	0.235
hsa-miR-6862-5p	AMBP	0.083
hsa-miR-6862-5p	FGF22	0.0
hsa-miR-654-5p	AMBP	0.0
hsa-miR-654-5p	FGF22	0.0
hsa-miR-99a-3p	AMBP	0.212
hsa-miR-99a-3p	FGF22	0.0
hsa-miR-626	AMBP	1.023
hsa-miR-626	FGF22	1.03
hsa-miR-130b-5p	FGF22	0.0
hsa-miR-130b-5p	AMBP	0.0
hsa-miR-487a-5p	FGF22	0.165
hsa-miR-487a-5p	AMBP	0.0
hsa-miR-6799-3p	AMBP	0.136
hsa-miR-6799-3p	FGF22	0.347
hsa-miR-3064-3p	FGF22	0.0
hsa-miR-3064-3p	AMBP	0.0
hsa-miR-6726-3p	FGF22	0.941
hsa-miR-6726-3p	AMBP	0.0
hsa-miR-548au-3p	FGF22	0.264
hsa-miR-548au-3p	AMBP	0.75
hsa-miR-939-5p	AMBP	0.166
hsa-miR-939-5p	FGF22	0.613
hsa-miR-485-5p	AMBP	0.0
hsa-miR-485-5p	FGF22	0.233
hsa-miR-4251	FGF22	0.349
hsa-miR-4251	AMBP	0.479
hsa-miR-7158-3p	FGF22	0.225
hsa-miR-7158-3p	AMBP	0.066
hsa-miR-4506	FGF22	0.093
hsa-miR-4506	AMBP	0.0
hsa-miR-6880-3p	AMBP	0.528
hsa-miR-6880-3p	FGF22	0.438
hsa-miR-144-5p	FGF22	0.134
hsa-miR-144-5p	AMBP	0.0
hsa-miR-122-5p	FGF22	0.0
hsa-miR-122-5p	AMBP	0.0
hsa-miR-206	FGF22	0.2
hsa-miR-548f-5p	AMBP	0.054
hsa-miR-548f-5p	FGF22	0.0
hsa-miR-136-5p	AMBP	0.0
hsa-miR-136-5p	FGF22	0.0
hsa-miR-4715-5p	FGF22	0.295
hsa-miR-4715-5p	AMBP	0.0
hsa-miR-6810-3p	FGF22	0.378
hsa-miR-6810-3p	AMBP	0.059
hsa-miR-8072	FGF22	0.285
hsa-miR-8072	AMBP	0.426
hsa-miR-4295	AMBP	0.268
hsa-miR-4295	FGF22	0.025
hsa-miR-5195-3p	FGF22	0.165
hsa-miR-5195-3p	AMBP	0.0
hsa-miR-3689f	FGF22	0.0
hsa-miR-3689f	AMBP	0.0
hsa-miR-1972	FGF22	0.334
hsa-miR-1972	AMBP	0.0
hsa-miR-340-5p	AMBP	0.0
hsa-miR-340-5p	FGF22	0.0
hsa-miR-3120-5p	AMBP	0.155
hsa-miR-3120-5p	FGF22	0.578
hsa-miR-485-3p	AMBP	0.189
hsa-miR-485-3p	FGF22	0.161
hsa-miR-632	FGF22	0.689
hsa-miR-632	AMBP	0.0
hsa-miR-25-3p	AMBP	0.081
hsa-miR-25-3p	FGF22	0.495
hsa-miR-4684-3p	FGF22	0.0
hsa-miR-4684-3p	AMBP	0.0
hsa-miR-6728-5p	FGF22	0.0
hsa-miR-6728-5p	AMBP	0.0
hsa-miR-4289	FGF22	0.278
hsa-miR-4289	AMBP	0.0
hsa-miR-3688-3p	FGF22	0.0
hsa-miR-3688-3p	AMBP	0.0
hsa-miR-6851-5p	AMBP	0.0
hsa-miR-6851-5p	FGF22	0.0
hsa-miR-455-3p	AMBP	0.0
hsa-miR-455-3p	FGF22	0.0
hsa-miR-425-5p	FGF22	0.0
hsa-miR-425-5p	AMBP	0.0
hsa-miR-181c-5p	AMBP	0.0
hsa-miR-181c-5p	FGF22	0.0
hsa-miR-6717-5p	AMBP	0.0
hsa-miR-6717-5p	FGF22	0.0
hsa-miR-5685	FGF22	0.0
hsa-miR-5685	AMBP	0.0
hsa-miR-3668	FGF22	0.0
hsa-miR-3668	AMBP	0.0
hsa-miR-499b-5p	AMBP	0.0
hsa-miR-499b-5p	FGF22	0.0
hsa-miR-338-3p	FGF22	0.0
hsa-miR-338-3p	AMBP	0.325
hsa-miR-211-5p	FGF22	0.165
hsa-miR-211-5p	AMBP	0.436
hsa-miR-153-5p	AMBP	0.0
hsa-miR-153-5p	FGF22	0.0
hsa-miR-4703-3p	AMBP	0.623
hsa-miR-4703-3p	FGF22	0.0
hsa-miR-767-5p	FGF22	0.0
hsa-miR-767-5p	AMBP	0.0
hsa-miR-219a-5p	AMBP	0.0
hsa-miR-219a-5p	FGF22	0.0
hsa-miR-219a-1-3p	FGF22	0.24
hsa-miR-219a-1-3p	AMBP	0.0
hsa-miR-4436b-5p	FGF22	0.378
hsa-miR-4436b-5p	AMBP	0.426
hsa-miR-3121-5p	AMBP	0.0
hsa-miR-3121-5p	FGF22	0.0
hsa-miR-5572	FGF22	0.0
hsa-miR-5572	AMBP	0.0
hsa-miR-4523	FGF22	0.073
hsa-miR-4523	AMBP	0.181
hsa-miR-140-3p	FGF22	0.403
hsa-miR-140-3p	AMBP	0.263
hsa-miR-3659	FGF22	0.286
hsa-miR-3659	AMBP	0.179
hsa-miR-3679-3p	AMBP	0.0
hsa-miR-3679-3p	FGF22	0.441
hsa-miR-4526	FGF22	0.205
hsa-miR-4526	AMBP	0.0
hsa-miR-7850-5p	FGF22	0.136
hsa-miR-7850-5p	AMBP	0.038
hsa-miR-6134	AMBP	0.346
hsa-miR-6134	FGF22	0.0
hsa-miR-625-5p	AMBP	0.0
hsa-miR-625-5p	FGF22	0.0
hsa-miR-369-3p	AMBP	0.0
hsa-miR-369-3p	FGF22	0.0
hsa-miR-1287-3p	FGF22	0.0
hsa-miR-1287-3p	AMBP	0.0
hsa-miR-132-3p	AMBP	0.0
hsa-miR-132-3p	FGF22	0.0
hsa-miR-6882-5p	FGF22	0.011
hsa-miR-6882-5p	AMBP	0.0
hsa-miR-1537-5p	AMBP	0.0
hsa-miR-1537-5p	FGF22	0.0
hsa-miR-5002-3p	FGF22	0.5
hsa-miR-5002-3p	AMBP	0.844
hsa-miR-639	AMBP	0.0
hsa-miR-639	FGF22	0.0
hsa-miR-6756-5p	FGF22	0.122
hsa-miR-6756-5p	AMBP	0.0
hsa-miR-1908-3p	AMBP	0.0
hsa-miR-1908-3p	FGF22	0.373
hsa-miR-6811-3p	FGF22	0.439
hsa-miR-6811-3p	AMBP	0.698
hsa-miR-6514-3p	FGF22	0.451
hsa-miR-6514-3p	AMBP	0.471
hsa-miR-6738-3p	FGF22	0.175
hsa-miR-6738-3p	AMBP	0.0
hsa-miR-548h-5p	FGF22	0.0
hsa-miR-548h-5p	AMBP	0.0
hsa-miR-595	FGF22	0.0
hsa-miR-595	AMBP	0.516
hsa-miR-662	FGF22	0.518
hsa-miR-662	AMBP	0.272
hsa-miR-130a-3p	FGF22	0.024
hsa-miR-130a-3p	AMBP	0.0
hsa-miR-4736	FGF22	1.233
hsa-miR-4736	AMBP	0.009
hsa-miR-5088-3p	AMBP	0.132
hsa-miR-5088-3p	FGF22	0.668
hsa-miR-5004-5p	AMBP	0.0
hsa-miR-5004-5p	FGF22	0.0
hsa-miR-142-3p	AMBP	0.0
hsa-miR-142-3p	FGF22	0.0
hsa-miR-4474-5p	AMBP	0.0
hsa-miR-4474-5p	FGF22	0.0
hsa-miR-520d-5p	FGF22	0.244
hsa-miR-520d-5p	AMBP	0.0
hsa-miR-1205	FGF22	0.86
hsa-miR-1205	AMBP	0.0
hsa-miR-1537-3p	AMBP	0.0
hsa-miR-1537-3p	FGF22	0.0
hsa-miR-5187-5p	AMBP	0.0
hsa-miR-5187-5p	FGF22	0.096
hsa-miR-4428	AMBP	0.0
hsa-miR-4428	FGF22	0.094
hsa-miR-4646-3p	AMBP	0.478
hsa-miR-4646-3p	FGF22	0.474
hsa-miR-3529-5p	FGF22	0.0
hsa-miR-3529-5p	AMBP	0.0
hsa-miR-6809-3p	AMBP	0.403
hsa-miR-6809-3p	FGF22	0.468
hsa-miR-27a-3p	AMBP	0.0
hsa-miR-27a-3p	FGF22	0.106
hsa-miR-671-5p	FGF22	0.0
hsa-miR-671-5p	AMBP	0.0
hsa-miR-1285-5p	FGF22	0.52
hsa-miR-1285-5p	AMBP	0.0
hsa-miR-5007-5p	AMBP	0.0
hsa-miR-5007-5p	FGF22	0.0
hsa-miR-3919	AMBP	0.522
hsa-miR-3919	FGF22	0.0
hsa-miR-8059	FGF22	0.0
hsa-miR-8059	AMBP	0.0
hsa-miR-539-5p	FGF22	0.0
hsa-miR-539-5p	AMBP	0.0
hsa-miR-3124-3p	FGF22	0.0
hsa-miR-3124-3p	AMBP	0.0
hsa-miR-33b-5p	AMBP	0.0
hsa-miR-33b-5p	FGF22	0.0
hsa-miR-7108-3p	AMBP	0.573
hsa-miR-7108-3p	FGF22	0.746
hsa-miR-3916	FGF22	0.0
hsa-miR-3916	AMBP	0.0
hsa-miR-4275	AMBP	0.0
hsa-miR-4275	FGF22	0.0
hsa-miR-6744-3p	FGF22	0.33
hsa-miR-6744-3p	AMBP	0.0
hsa-miR-6756-3p	AMBP	0.304
hsa-miR-6756-3p	FGF22	0.799
hsa-miR-3170	AMBP	0.448
hsa-miR-3170	FGF22	0.831
hsa-miR-3649	AMBP	0.0
hsa-miR-3649	FGF22	0.0
hsa-miR-4754	AMBP	0.0
hsa-miR-4754	FGF22	0.234
hsa-miR-5586-3p	AMBP	0.0
hsa-miR-5586-3p	FGF22	0.0
hsa-miR-490-5p	FGF22	0.118
hsa-miR-490-5p	AMBP	0.0
hsa-miR-34c-5p	AMBP	0.0
hsa-miR-34c-5p	FGF22	0.0
hsa-miR-522-3p	FGF22	0.0
hsa-miR-522-3p	AMBP	0.0
hsa-miR-3689b-5p	FGF22	0.0
hsa-miR-3689b-5p	AMBP	0.0
hsa-miR-4306	FGF22	0.956
hsa-miR-4306	AMBP	0.976
hsa-miR-4515	AMBP	0.0
hsa-miR-4515	FGF22	0.251
hsa-miR-1254	FGF22	0.06
hsa-miR-1254	AMBP	0.0
hsa-miR-373-3p	AMBP	0.0
hsa-miR-373-3p	FGF22	0.0
hsa-miR-365b-5p	AMBP	0.423
hsa-miR-365b-5p	FGF22	0.33
hsa-miR-4802-3p	AMBP	0.0
hsa-miR-4802-3p	FGF22	0.0
hsa-miR-548aj-3p	AMBP	0.0
hsa-miR-548aj-3p	FGF22	0.0
hsa-miR-6876-3p	FGF22	0.0
hsa-miR-6876-3p	AMBP	0.0
hsa-miR-185-5p	AMBP	0.0
hsa-miR-185-5p	FGF22	0.426
hsa-miR-3127-5p	FGF22	0.0
hsa-miR-3127-5p	AMBP	0.077
hsa-miR-6503-3p	AMBP	0.374
hsa-miR-6503-3p	FGF22	0.415
hsa-miR-3180-5p	FGF22	0.0
hsa-miR-3180-5p	AMBP	0.0
hsa-miR-5698	FGF22	0.097
hsa-miR-5698	AMBP	0.0
hsa-miR-4477b	FGF22	0.0
hsa-miR-4477b	AMBP	0.447
hsa-miR-888-5p	AMBP	0.0
hsa-miR-888-5p	FGF22	0.116
hsa-miR-548ah-5p	FGF22	0.0
hsa-miR-548ah-5p	AMBP	0.0
hsa-miR-7-2-3p	AMBP	0.0
hsa-miR-7-2-3p	FGF22	0.0
hsa-miR-6077	FGF22	0.99
hsa-miR-6077	AMBP	0.028
hsa-miR-3123	AMBP	1.324
hsa-miR-3123	FGF22	0.0
hsa-miR-4693-5p	FGF22	0.0
hsa-miR-4693-5p	AMBP	0.0
hsa-miR-6807-3p	AMBP	0.0
hsa-miR-6807-3p	FGF22	0.161
hsa-miR-4283	AMBP	0.132
hsa-miR-4283	FGF22	1.551
hsa-miR-922	FGF22	0.0
hsa-miR-6890-5p	AMBP	0.0
hsa-miR-6890-5p	FGF22	0.0
hsa-miR-4284	AMBP	0.905
hsa-miR-4284	FGF22	0.728
hsa-miR-4789-3p	FGF22	0.0
hsa-miR-4789-3p	AMBP	0.0
hsa-miR-7702	AMBP	0.0
hsa-miR-7702	FGF22	0.235
hsa-miR-513a-5p	AMBP	0.0
hsa-miR-513a-5p	FGF22	1.523
hsa-miR-6787-5p	FGF22	0.447
hsa-miR-6787-5p	AMBP	0.34
hsa-miR-3667-5p	AMBP	0.0
hsa-miR-3667-5p	FGF22	0.0
hsa-miR-450a-5p	AMBP	0.0
hsa-miR-450a-5p	FGF22	0.0
hsa-miR-3118	AMBP	0.0
hsa-miR-3118	FGF22	0.0
hsa-miR-6076	FGF22	0.575
hsa-miR-6076	AMBP	0.0
hsa-miR-1290	AMBP	0.0
hsa-miR-1290	FGF22	0.193
hsa-miR-3163	AMBP	0.0
hsa-miR-3163	FGF22	0.0
hsa-miR-7154-5p	AMBP	0.0
hsa-miR-7154-5p	FGF22	0.0
hsa-miR-663a	AMBP	0.0
hsa-miR-663a	FGF22	0.0
hsa-miR-6824-5p	AMBP	0.102
hsa-miR-6824-5p	FGF22	0.309
hsa-miR-9-5p	FGF22	0.0
hsa-miR-9-5p	AMBP	0.0
hsa-miR-548f-3p	FGF22	0.0
hsa-miR-548f-3p	AMBP	0.0
hsa-miR-378c	AMBP	0.0
hsa-miR-378c	FGF22	0.0
hsa-miR-216a-3p	AMBP	0.0
hsa-miR-216a-3p	FGF22	0.0
hsa-miR-6831-5p	FGF22	0.0
hsa-miR-6831-5p	AMBP	0.0
hsa-miR-892c-3p	AMBP	0.0
hsa-miR-892c-3p	FGF22	0.0
hsa-miR-125a-5p	FGF22	0.086
hsa-miR-125a-5p	AMBP	0.0
hsa-miR-378e	AMBP	0.198
hsa-miR-378e	FGF22	0.636
hsa-miR-3617-5p	AMBP	0.0
hsa-miR-3617-5p	FGF22	0.0
hsa-miR-3662	AMBP	0.0
hsa-miR-3662	FGF22	0.0
hsa-miR-604	AMBP	0.0
hsa-miR-604	FGF22	0.231
hsa-miR-4278	FGF22	0.647
hsa-miR-4278	AMBP	0.957
hsa-miR-3140-3p	AMBP	0.059
hsa-miR-3140-3p	FGF22	0.0
hsa-miR-4540	AMBP	0.157
hsa-miR-4540	FGF22	0.0
hsa-miR-6130	FGF22	0.0
hsa-miR-6130	AMBP	0.0
hsa-miR-3907	AMBP	0.004
hsa-miR-3907	FGF22	0.393
hsa-miR-493-3p	AMBP	0.0
hsa-miR-493-3p	FGF22	0.0
hsa-miR-4456	AMBP	1.203
hsa-miR-4456	FGF22	1.098
hsa-miR-5009-3p	FGF22	0.266
hsa-miR-99a-5p	AMBP	0.106
