	ID_Geneontology_cellularcomponent__	Gene ontology (cellular component)
2348	anchored component of external side of plasma membrane [GO:0031362]; apical plasma membrane [GO:0016324]; axolemma [GO:0030673]; cell surface [GO:0009986]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendrite membrane [GO:0032590]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; focal adhesion [GO:0005925]; growth cone [GO:0030426]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; neuronal cell body membrane [GO:0032809]; plasma membrane [GO:0005886]	2348
2349	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; microfibril [GO:0001527]	2349
2350	axon [GO:0030424]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]	2350
2351	collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; granular component [GO:0001652]; platelet dense granule lumen [GO:0031089]	2351
2352	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; lysosome [GO:0005764]; nucleus [GO:0005634]	2352
2353	cytoplasm [GO:0005737]; spindle pole centrosome [GO:0031616]	2353
2354	autophagosome [GO:0005776]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; recycling endosome [GO:0055037]	2354
2355	autophagosome [GO:0005776]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; retromer complex [GO:0030904]	2355
2356	cell surface [GO:0009986]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; endosome membrane [GO:0010008]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; intrinsic component of plasma membrane [GO:0031226]; lipopolysaccharide receptor complex [GO:0046696]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ruffle [GO:0001726]	2356
2357	chromosome, telomeric region [GO:0000781]; nuclear body [GO:0016604]; nuclear matrix [GO:0016363]; nuclear telomere cap complex [GO:0000783]; nucleoplasm [GO:0005654]; perinucleolar chromocenter [GO:0010370]; shelterin complex [GO:0070187]	2357
2358	cilium [GO:0005929]; cytosol [GO:0005829]; microtubule [GO:0005874]	2358
2359	cell junction [GO:0030054]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; vesicle [GO:0031982]	2359
2360	endosome [GO:0005768]; lysosome [GO:0005764]	2360
2361	chloride channel complex [GO:0034707]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum membrane [GO:0030868]	2361
2362	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]	2362
2363	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]	2363
2364	actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; myofibril [GO:0030016]; nucleolus [GO:0005730]; perinuclear region of cytoplasm [GO:0048471]; ruffle membrane [GO:0032587]	2364
2365	ESCRT I complex [GO:0000813]	2365
2366	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]	2366
2367	AP-3 adaptor complex [GO:0030123]; cytoplasm [GO:0005737]; HOPS complex [GO:0030897]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal HOPS complex [GO:1902501]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]	2367
2368	nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]	2368
2369	Golgi apparatus [GO:0005794]; Golgi medial cisterna [GO:0005797]; Golgi trans cisterna [GO:0000138]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; trans-Golgi network [GO:0005802]; transport vesicle [GO:0030133]	2369
2370	histone deacetylase complex [GO:0000118]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]	2370
2371	annulate lamellae [GO:0005642]; cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nuclear envelope [GO:0005635]	2371
2372	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; RISC complex [GO:0016442]; RISC-loading complex [GO:0070578]	2372
2373	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]	2373
2374	cell body [GO:0044297]; cell projection [GO:0042995]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; intrinsic component of plasma membrane [GO:0031226]; membrane raft [GO:0045121]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; Toll-like receptor 1-Toll-like receptor 2 protein complex [GO:0035354]	2374
2375	endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	2375
2376	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	2376
2377	cell-cell junction [GO:0005911]; cell surface [GO:0009986]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; endosome [GO:0005768]; extracellular region [GO:0005576]; growth cone [GO:0030426]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; nucleoplasm [GO:0005654]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]	2377
2378	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]	2378
2379	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	2379
2380	integral component of plasma membrane [GO:0005887]; stereocilium tip [GO:0032426]	2380
2381	integral component of membrane [GO:0016021]; intercalated disc [GO:0014704]; mitochondrial inner membrane [GO:0005743]; plasma membrane [GO:0005886]	2381
2382	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; nuclear membrane [GO:0031965]	2382
2383	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; integral component of membrane [GO:0016021]; MHC class I peptide loading complex [GO:0042824]; phagocytic vesicle membrane [GO:0030670]	2383
2384	integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]	2384
2385	centriolar satellite [GO:0034451]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; plasma membrane [GO:0005886]; TRAPPII protein complex [GO:1990071]	2385
2386	cytoskeleton [GO:0005856]; growth cone [GO:0030426]; myofibril [GO:0030016]; striated muscle thin filament [GO:0005865]; synapse [GO:0045202]	2386
2387	condensed chromosome [GO:0000793]; nucleus [GO:0005634]	2387
2388	integral component of mitochondrial outer membrane [GO:0031307]; mitochondria-associated endoplasmic reticulum membrane [GO:0044233]; mitochondrial outer membrane [GO:0005741]; mitochondrial outer membrane translocase complex [GO:0005742]; mitochondrion [GO:0005739]	2388
2389	ciliary membrane [GO:0060170]; ciliary transition zone [GO:0035869]; integral component of membrane [GO:0016021]; MKS complex [GO:0036038]	2389
2390	axon [GO:0030424]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; synapse [GO:0045202]	2390
2391	acrosomal vesicle [GO:0001669]; integral component of membrane [GO:0016021]	2391
2392	mitochondrial outer membrane [GO:0005741]; mitochondrial outer membrane translocase complex [GO:0005742]; mitochondrion [GO:0005739]	2392
2393	blood microparticle [GO:0072562]; integral component of membrane [GO:0016021]	2393
2394	cytosol [GO:0005829]; dendrite [GO:0030425]; integral component of plasma membrane [GO:0005887]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]	2394
2395	integral component of membrane [GO:0016021]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]	2395
2396	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; fibrillar center [GO:0001650]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	2396
2397	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]	2397
2398	centrosome [GO:0005813]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]	2398
2399	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]	2399
2400	COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of Golgi membrane [GO:0030173]; intracellular membrane-bounded organelle [GO:0043231]	2400
2401	cytoplasm [GO:0005737]; cytosol [GO:0005829]; DNA-dependent protein kinase-DNA ligase 4 complex [GO:0005958]; DNA ligase IV complex [GO:0032807]; nonhomologous end joining complex [GO:0070419]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]	2401
2402	cytoplasm [GO:0005737]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]	2402
2403	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575]	2403
2404	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; endosome [GO:0005768]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; Flemming body [GO:0090543]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosome [GO:0005764]; midbody [GO:0030496]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; spindle pole [GO:0000922]; vacuolar membrane [GO:0005774]	2404
2405	chromosome [GO:0005694]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; tRNA methyltransferase complex [GO:0043527]	2405
2406	Cajal body [GO:0015030]; chromatin [GO:0000785]; histone locus body [GO:0035363]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcriptionally active chromatin [GO:0035327]; transcription elongation factor complex [GO:0008023]	2406
2407	endosome [GO:0005768]; nucleus [GO:0005634]	2407
2408	integral component of membrane [GO:0016021]; protein-containing complex [GO:0032991]	2408
2409	GATOR2 complex [GO:0061700]; lysosomal membrane [GO:0005765]	2409
2410	ubiquitin ligase complex [GO:0000151]	2410
2411	centrosome [GO:0005813]; nuclear body [GO:0016604]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	2411
2412	aggresome [GO:0016235]; cell projection [GO:0042995]; Golgi apparatus [GO:0005794]; Golgi-associated vesicle membrane [GO:0030660]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; presynaptic membrane [GO:0042734]	2412
2413	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleoplasm [GO:0005654]	2413
2414	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]	2414
2415	cytosol [GO:0005829]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]	2415
2416	autophagosome membrane [GO:0000421]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; platelet alpha granule lumen [GO:0031093]; replication fork [GO:0005657]	2416
2417	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	2417
2418	cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]	2418
2419	clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle [GO:0030139]; endoplasmic reticulum [GO:0005783]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]	2419
2420	commitment complex [GO:0000243]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2AF complex [GO:0089701]; U2-type prespliceosome [GO:0071004]	2420
2421	cytoplasm [GO:0005737]; cytosol [GO:0005829]; growth cone [GO:0030426]; membrane [GO:0016020]; nucleus [GO:0005634]	2421
2422	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]	2422
2423	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nuclear body [GO:0016604]	2423
2424	apical plasma membrane [GO:0016324]; endosome membrane [GO:0010008]; ficolin-1-rich granule membrane [GO:0101003]; integral component of plasma membrane [GO:0005887]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; nucleus [GO:0005634]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]	2424
2425	acrosomal vesicle [GO:0001669]; endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]	2425
2426	endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; synaptic vesicle [GO:0008021]	2426
2427	cytosol [GO:0005829]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; ficolin-1-rich granule membrane [GO:0101003]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; melanosome [GO:0042470]; nuclear speck [GO:0016607]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; secretory granule membrane [GO:0030667]; vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]	2427
2428	early endosome [GO:0005769]; WASH complex [GO:0071203]	2428
2429	extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	2429
2430	extracellular space [GO:0005615]; Golgi cis cisterna [GO:0000137]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	2430
2431	COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]	2431
