uniprot_entry	Gene name	Gene stable ID
Q14684	RRP1B	ENSG00000160208
P62263	RPS14	ENSG00000164587
Q14765	STAT4	ENSG00000138378
Q6ZW31	SYDE1	ENSG00000105137
O95363	FARS2	ENSG00000145982
O43426	SYNJ1	ENSG00000159082
Q9H987	SYNPO2L	ENSG00000166317
Q9NYJ8	TAB2	ENSG00000055208
Q9UFV1	TBC1D29P	ENSG00000266733
A6NFQ2	TCAF2	ENSG00000170379
Q9ULP9	TBC1D24	ENSG00000162065
P23193	TCEA1	ENSG00000187735
Q9Y6A5	TACC3	ENSG00000013810
Q7L8C5	SYT13	ENSG00000019505
Q17RD7	SYT16	ENSG00000139973
Q9NP81	SARS2	ENSG00000283104
Q9NP81	SARS2	ENSG00000104835
Q6NT04	TIGD7	ENSG00000140993
B9EJG8	TMEM150C	ENSG00000249242
Q8N841	TTLL6	ENSG00000170703
Q99816	TSG101	ENSG00000074319
Q9NQE7	PRSS16	ENSG00000112812
Q8IWX7	UNC45B	ENSG00000141161
O75310	UGT2B11	ENSG00000213759
P06133	UGT2B11	ENSG00000213759
Q70CQ4	USP31	ENSG00000103404
Q86UV5	USP31	ENSG00000103404
P38606	ATP6V1A	ENSG00000114573
Q7L8A9	VASH1	ENSG00000071246
P36543	ATP6V1E1	ENSG00000131100
Q5GH72	XKR7	ENSG00000260903
Q702N8	XIRP1	ENSG00000168334
O75379	VAMP4	ENSG00000117533
P04628	WNT1	ENSG00000125084
Q9Y4P8	WIPI2	ENSG00000157954
Q8WZA6	OR1E3	ENSG00000142163
Q8NGG8	OR8B3	ENSG00000284609
Q7Z3B4	NUP54	ENSG00000138750
Q14982	OPCML	ENSG00000183715
Q96M98	PACRG	ENSG00000112530
Q9P0S3	ORMDL1	ENSG00000128699
P0C869	PLA2G4B	ENSG00000243708
O75781	PALM	ENSG00000099864
Q07343	PDE4B	ENSG00000184588
Q96A54	ADIPOR1	ENSG00000159346
Q08499	PDE4D	ENSG00000113448
P04085	PDGFA	ENSG00000197461
Q9Y5H8	PCDHA3	ENSG00000255408
Q9UQ80	PA2G4	ENSG00000170515
Q9UN72	PCDHA7	ENSG00000204963
O14917	PCDH17	ENSG00000118946
P05166	PCCB	ENSG00000114054
Q9UN66	PCDHB8	ENSG00000120322
Q63HM2	PCNX4	ENSG00000126773
Q63HM2	FBP2	ENSG00000130957
O00757	FBP2	ENSG00000130957
Q8N807	PDILT	ENSG00000169340
Q9Y5B6	PAXBP1	ENSG00000263141
Q9Y5B6	PAXBP1	ENSG00000159086
Q9H814	PHAX	ENSG00000164902
P0DJD7	PGA4	ENSG00000229183
Q9H3S5	PIGM	ENSG00000143315
Q8N3S3	PHTF2	ENSG00000006576
Q8WWQ0	PHIP	ENSG00000146247
Q8WWQ0	WDR11	ENSG00000120008
Q9BZH6	WDR11	ENSG00000120008
Q8N3A8	PARP8	ENSG00000151883
Q8IXQ6	PARP9	ENSG00000138496
Q9NUG6	PDRG1	ENSG00000088356
Q9UHG2	PCSK1N	ENSG00000102109
P20941	PDC	ENSG00000116703
P15259	PGAM2	ENSG00000164708
Q9NQP4	PFDN4	ENSG00000101132
Q12837	POU4F2	ENSG00000151615
P54277	PMS1	ENSG00000064933
P05187	ALPP	ENSG00000163283
P30405	PPIF	ENSG00000108179
O95428	PAPLN	ENSG00000100767
P50336	PPOX	ENSG00000143224
O43612	PPOX	ENSG00000143224
P08567	PLEK	ENSG00000115956
Q8N3J5	PPM1K	ENSG00000163644
Q12972	PPP1R8	ENSG00000117751
Q9H8W4	PLEKHF2	ENSG00000175895
Q99697	PITX2	ENSG00000164093
Q9BRC7	PLCD4	ENSG00000115556
Q96S99	PLEKHF1	ENSG00000166289
Q7Z736	PLEKHH3	ENSG00000068137
P04280	PRB1	ENSG00000275517
P04280	PRB1	ENSG00000282673
P04280	PRB1	ENSG00000251655
Q6UWY2	PRSS57	ENSG00000185198
P16885	PLCG2	ENSG00000197943
P10163	PRB4	ENSG00000274839
P10163	PRB4	ENSG00000230657
Q9GZV8	PRDM14	ENSG00000147596
Q92954	PRG4	ENSG00000116690
Q96GM1	PRG4	ENSG00000116690
Q16557	PSG3	ENSG00000221826
I3L0S3	PYCARD-AS1	ENSG00000261359
Q16851	UGP2	ENSG00000169764
Q9UHP3	USP25	ENSG00000155313
Q9UHP3	USP21	ENSG00000143258
Q9UK80	USP21	ENSG00000143258
Q9H7C4	SYNC	ENSG00000162520
Q9UMS6	SYNPO2	ENSG00000172403
Q5QJ38	TCHHL1	ENSG00000182898
Q9H4B7	TUBB1	ENSG00000101162
Q8N103	TAGAP	ENSG00000164691
Q8N3G9	TMEM130	ENSG00000166448
Q96C24	SYTL4	ENSG00000102362
Q6N022	TENM4	ENSG00000149256
O75865	TRAPPC6A	ENSG00000007255
Q969P6	TOP1MT	ENSG00000184428
P49755	TMED10	ENSG00000170348
Q7Z5M5	TMC3	ENSG00000188869
Q6P2H8	TMEM53	ENSG00000126106
Q13077	TRAF1	ENSG00000056558
Q2T9K0	TMEM44	ENSG00000145014
O43396	TXNL1	ENSG00000091164
A0A0A6YYK6	TRAV16	ENSG00000211796
Q5VTQ0	TTC39B	ENSG00000155158
Q9Y5S1	TRPV2	ENSG00000187688
Q9H1Z9	TSPAN10	ENSG00000182612
O60636	TSPAN2	ENSG00000134198
Q96PN8	TSSK3	ENSG00000162526
Q9C0C9	UBE2O	ENSG00000175931
P16662	UGT2B7	ENSG00000171234
O60656	UGT1A9	ENSG00000241119
P26368	U2AF2	ENSG00000063244
Q15853	USF2	ENSG00000105698
P11684	SCGB1A1	ENSG00000149021
Q96JH7	VCPIP1	ENSG00000175073
Q9Y4E6	WDR7	ENSG00000091157
O15537	RS1	ENSG00000102104
O43543	XRCC2	ENSG00000196584
P04004	VTN	ENSG00000109072
Q9UIA9	XPO7	ENSG00000130227
Q8N3P4	VPS8	ENSG00000156931
Q9HAV4	XPO5	ENSG00000124571
Q6IFH4	OR6B2	ENSG00000182083
Q9UHM6	OPN4	ENSG00000122375
Q6U736	OPN5	ENSG00000124818
P18509	ADCYAP1	ENSG00000141433
Q969R2	OSBP2	ENSG00000184792
Q9ULJ1	ODF2L	ENSG00000122417
Q99650	OSMR	ENSG00000145623
Q8N138	ORMDL3	ENSG00000172057
P04054	PLA2G1B	ENSG00000170890
P47900	P2RY1	ENSG00000169860
Q9P286	PAK5	ENSG00000101349
Q9NQU5	PAK5	ENSG00000101349
O00750	PIK3C2B	ENSG00000133056
O00443	PIK3C2A	ENSG00000011405
P07237	P4HB	ENSG00000185624
O95427	PIGN	ENSG00000197563
Q32NB8	PGS1	ENSG00000087157
P00558	PGK1	ENSG00000102144
P07205	PGK2	ENSG00000170950
Q8N7G0	POU5F2	ENSG00000248483
O94903	PLPBP	ENSG00000147471
Q9H7Z7	PTGES2	ENSG00000148334
O43447	PPIH	ENSG00000171960
Q9NP80	PNPLA8	ENSG00000135241
Q86YR6	POTED	ENSG00000166351
O15355	PPM1G	ENSG00000115241
Q99569	PKP4	ENSG00000144283
Q6S5H5	POTEG	ENSG00000187537
O43586	PSTPIP1	ENSG00000140368
Q9HBL7	PLGRKT	ENSG00000107020
Q9ULL1	PLEKHG1	ENSG00000120278
Q8TDX9	PKD1L1	ENSG00000158683
A0A1B0GVH4	PRSS51	ENSG00000253649
O75807	PPP1R15A	ENSG00000087074
Q9NQW5	PRDM7	ENSG00000126856
Q9NQX1	PRDM5	ENSG00000138738
O75127	PTCD1	ENSG00000106246
Q8IV42	PSTK	ENSG00000179988
P17812	CTPS1	ENSG00000171793
P62857	RPS28	ENSG00000233927
Q9BZZ2	SIGLEC1	ENSG00000088827
Q53GS9	USP39	ENSG00000168883
O60248	SOX15	ENSG00000129194
O60248	SOX12	ENSG00000177732
O15370	SOX12	ENSG00000177732
Q6UW49	SPESP1	ENSG00000258484
Q9BPZ2	SPIN2B	ENSG00000186787
P35237	SERPINB6	ENSG00000124570
Q96JF0	ST6GAL2	ENSG00000144057
Q5VXU9	SHOC1	ENSG00000165181
Q15431	SYCP1	ENSG00000198765
Q9P2F8	SIPA1L2	ENSG00000116991
O60292	SIPA1L3	ENSG00000105738
Q9BR01	SULT4A1	ENSG00000130540
Q8IWL8	STH	ENSG00000281139
Q8IWL8	STH	ENSG00000256762
Q9H6E5	TUT1	ENSG00000149016
Q8TDR2	STK35	ENSG00000125834
P32856	STX2	ENSG00000111450
Q7Z3V4	UBE3B	ENSG00000151148
A6NHL2	TUBAL3	ENSG00000178462
O43680	TCF21	ENSG00000118526
Q5H9L2	TCEAL5	ENSG00000204065
Q6IPX3	TCEAL6	ENSG00000204071
Q15542	TAF5	ENSG00000148835
O60806	TBX19	ENSG00000143178
P53999	SUB1	ENSG00000113387
O14894	TM4SF5	ENSG00000142484
Q9H2D6	TRIOBP	ENSG00000100106
O15040	TECPR2	ENSG00000196663
Q8IV01	SYT12	ENSG00000173227
O43156	TTI1	ENSG00000101407
Q9Y4A5	TRRAP	ENSG00000196367
Q9BY64	UGT2B28	ENSG00000135226
Q9GZZ9	UBA5	ENSG00000081307
Q709C8	VPS13C	ENSG00000129003
Q8NFA0	USP32	ENSG00000170832
Q8NFA0	USP10	ENSG00000103194
Q14694	USP10	ENSG00000103194
Q86TI4	WDR86	ENSG00000187260
A0A1B0GUX0	ATP6V1FNB	ENSG00000272899
A6NLU5	VSTM2B	ENSG00000187135
P49754	VPS41	ENSG00000006715
O43542	XRCC3	ENSG00000126215
Q8TCV5	WFDC5	ENSG00000175121
Q1A5X7	WHAMMP3	ENSG00000276141
Q8N1B4	VPS52	ENSG00000224455
Q8N1B4	VPS52	ENSG00000223618
Q8N1B4	VPS52	ENSG00000236014
Q8N1B4	VPS52	ENSG00000228425
Q8N1B4	VPS52	ENSG00000225590
Q8N1B4	VPS52	ENSG00000206286
Q8N1B4	VPS52	ENSG00000223501
A2RRH5	WDR27	ENSG00000184465
P42768	WAS	ENSG00000015285
Q9NRI6	PYY2	ENSG00000237575
Q9NRI6	PYY2	ENSG00000290671
Q01201	RELB	ENSG00000104856
Q15907	RAB11B	ENSG00000185236
Q8N0V3	RBFA	ENSG00000101546
P42696	RBM34	ENSG00000188739
Q8N1G1	REXO1	ENSG00000079313
Q3MIN7	RGL3	ENSG00000205517
Q52LW3	ARHGAP29	ENSG00000137962
Q9BYZ6	RHOBTB2	ENSG00000008853
O75783	RHBDL1	ENSG00000103269
Q9H628	RERGL	ENSG00000111404
Q7Z5B4	RIC3	ENSG00000166405
P08134	RHOC	ENSG00000155366
A6NNX1	RIIAD1	ENSG00000178796
P46778	RPL21	ENSG00000122026
P49406	MRPL19	ENSG00000115364
Q9H9V4	RNF122	ENSG00000133874
Q8N7C7	RNF148	ENSG00000235631
Q96TC7	RMDN3	ENSG00000137824
Q6P161	MRPL54	ENSG00000183617
Q13129	RLF	ENSG00000117000
P51460	RLF	ENSG00000117000
Q96MS0	ROBO3	ENSG00000154134
O75575	CRCP	ENSG00000241258
Q9BUI4	POLR3C	ENSG00000186141
Q8TDE3	RNASE8	ENSG00000173431
Q9NXI6	RNF186	ENSG00000178828
Q9H668	STN1	ENSG00000107960
Q9Y6Q2	STN1	ENSG00000107960
Q9UJ37	ST6GALNAC2	ENSG00000070731
Q8NBK3	SUMF1	ENSG00000144455
Q8IWU5	SULF2	ENSG00000196562
P49223	SPINT3	ENSG00000101446
Q9UBI4	STOML1	ENSG00000067221
O00506	STK25	ENSG00000115694
O75716	STK16	ENSG00000115661
A6NDV4	TMEM8B	ENSG00000137103
Q13033	STRN3	ENSG00000196792
Q9H7F4	TMEM185B	ENSG00000226479
P09758	TACSTD2	ENSG00000184292
Q9Y2B4	TP53TG5	ENSG00000124251
Q96SF2	CCT8L2	ENSG00000198445
P0CG34	TMSB15A	ENSG00000158164
Q9NY65	TUBA8	ENSG00000183785
Q6N021	TET2	ENSG00000168769
Q10587	TEF	ENSG00000167074
P03986	TRGC2	ENSG00000227191
Q9Y577	TRIM17	ENSG00000285344
Q9Y577	TRIM17	ENSG00000162931
Q9NXH9	TRMT1	ENSG00000104907
O75648	TRMT1	ENSG00000104907
P48553	TRAPPC10	ENSG00000160218
O75888	TNFSF13	ENSG00000161955
Q14106	TOB2	ENSG00000183864
Q96KP6	TNIP3	ENSG00000050730
Q8NBS9	TXNDC5	ENSG00000239264
Q5T7P6	TMEM78	ENSG00000177800
Q06418	TYRO3	ENSG00000092445
Q96HH6	TMEM19	ENSG00000139291
Q9NX07	TRNAU1AP	ENSG00000180098
Q9NRE2	TSHZ2	ENSG00000182463
A0A0K0K1C4	TRBV27	ENSG00000282234
A0A0K0K1C4	TRBV27	ENSG00000211752
P49815	TSC2	ENSG00000103197
A0A5A6	TRBV11-3	ENSG00000282242
A0A5A6	TRBV11-3	ENSG00000276597
Q6UWM9	UGT2A3	ENSG00000278216
Q6UWM9	UGT2A3	ENSG00000135220
C9JVI0	USP17L11	ENSG00000233136
Q765I0	UTS2B	ENSG00000188958
Q9UIW0	VAX2	ENSG00000116035
Q3MJ13	WDR72	ENSG00000166415
Q9HBG4	ATP6V0A4	ENSG00000105929
P23025	XPA	ENSG00000136936
O14980	XPO1	ENSG00000082898
Q9H270	VPS11	ENSG00000280616
Q9H270	VPS11	ENSG00000160695
O76024	WFS1	ENSG00000109501
Q96S15	WDR24	ENSG00000127580
Q9H1Z4	WDR13	ENSG00000101940
Q8NEZ3	WDR19	ENSG00000157796
Q15061	WDR43	ENSG00000163811
Q9NQA3	WASH6P	ENSG00000182484
Q8TAF8	LHFPL5	ENSG00000197753
Q659C4	LARP1B	ENSG00000138709
O75334	PPFIA2	ENSG00000139220
P98164	LRP2	ENSG00000081479
Q8N309	LRRC43	ENSG00000158113
Q8WV35	LRRC29	ENSG00000125122
Q9BY71	LRRC3	ENSG00000160233
Q7Z2Q7	LRRC70	ENSG00000186105
Q96JA1	LRIG1	ENSG00000144749
Q96JA1	LIG1	ENSG00000105486
P18858	LIG1	ENSG00000105486
Q8IVB5	LIX1L	ENSG00000271601
Q9BYJ1	ALOXE3	ENSG00000179148
Q9UBY5	LPAR3	ENSG00000171517
Q9H3W5	LRRN3	ENSG00000173114
Q8NDX9	LY6G5B	ENSG00000240433
Q8NDX9	LY6G5B	ENSG00000239497
Q8NDX9	LY6G5B	ENSG00000244672
Q8NDX9	LY6G5B	ENSG00000241713
Q8NDX9	LY6G5B	ENSG00000241132
Q8NDX9	LY6G5B	ENSG00000239285
Q8NDX9	LY6G5B	ENSG00000240053
Q58DX5	NAALADL2	ENSG00000177694
O75608	LYPLA1	ENSG00000120992
Q02078	MEF2A	ENSG00000068305
O95372	LYPLA2	ENSG00000011009
Q02080	MEF2B	ENSG00000213999
Q96PE7	MCEE	ENSG00000124370
Q96AQ8	MCUR1	ENSG00000050393
O00470	MEIS1	ENSG00000143995
P51948	MNAT1	ENSG00000020426
Q56UN5	MAP3K19	ENSG00000176601
Q9Y6R4	MAP3K4	ENSG00000085511
O15151	MDM4	ENSG00000198625
Q5VZF2	MBNL2	ENSG00000139793
Q9Y2H9	MAST1	ENSG00000105613
Q7Z460	MAST1	ENSG00000105613
Q9BXY0	MAK16	ENSG00000198042
Q9BRQ6	CHCHD6	ENSG00000159685
H3BPM6	MKRN2OS	ENSG00000225526
Q8N108	MIER1	ENSG00000198160
Q9BRT3	MIEN1	ENSG00000141741
P0C024	NUDT7	ENSG00000140876
O95140	MFN2	ENSG00000116688
Q8N5J2	MINDY1	ENSG00000143409
Q8N4C8	MINK1	ENSG00000141503
Q4G0A6	MINDY4	ENSG00000106125
A6NI15	MSGN1	ENSG00000151379
O75970	MPDZ	ENSG00000107186
P30305	CDC25B	ENSG00000101224
O95907	SLC16A8	ENSG00000100156
Q8NGS4	OR13F1	ENSG00000186881
A6NCE7	MAP1LC3B2	ENSG00000258102
Q5TGP6	MROH9	ENSG00000117501
P36507	MAP2K2	ENSG00000126934
O43193	MLNR	ENSG00000102539
Q9Y6R0	NUMBL	ENSG00000105245
Q15612	OR1Q1	ENSG00000165202
Q8WXC3	PYDC1	ENSG00000169900
Q8WXC3	POP1	ENSG00000104356
Q99575	POP1	ENSG00000104356
Q8NE79	POP1	ENSG00000104356
P54750	PDE1A	ENSG00000115252
Q9Y2J8	PADI2	ENSG00000117115
Q6TCH4	PAQR6	ENSG00000160781
Q6TCH7	PAQR3	ENSG00000163291
Q13946	PDE7A	ENSG00000205268
Q9ULR5	PAIP2B	ENSG00000124374
Q8N6Y1	PCDH20	ENSG00000280165
Q9H244	P2RY12	ENSG00000169313
Q9Y5E6	PCDHB3	ENSG00000113205
Q9BPZ3	PAIP2	ENSG00000120727
A0A087WWA1	P3R3URF	ENSG00000250719
A6NC86	PINLYP	ENSG00000234465
Q9NRF8	CTPS2	ENSG00000047230
Q08257	CRYZ	ENSG00000116791
Q7L1I2	SV2B	ENSG00000185518
P37108	SRP14	ENSG00000140319
Q9NRH3	TUBG2	ENSG00000037042
Q12870	TCF15	ENSG00000125878
Q9HCH5	SYTL2	ENSG00000137501
O43615	TIMM44	ENSG00000104980
Q8NDZ6	TMEM161B	ENSG00000164180
P0CAT3	TLX1NB	ENSG00000236311
Q8WVE7	TMEM170A	ENSG00000166822
P16035	TIMP2	ENSG00000035862
Q9BSN7	TMEM204	ENSG00000131634
Q9UDY6	TRIM10	ENSG00000237703
Q9UDY6	TRIM10	ENSG00000137394
Q9UDY6	TRIM10	ENSG00000229346
Q9UDY6	TRIM10	ENSG00000227472
Q9UDY6	TRIM10	ENSG00000237192
Q9UDY6	TRIM10	ENSG00000235025
Q9UDY6	TRIM10	ENSG00000229381
Q9UDY6	TRIM10	ENSG00000204613
O14788	TNFSF11	ENSG00000120659
Q86WS5	TMPRSS12	ENSG00000186452
O75962	TRIO	ENSG00000038382
Q9BSJ1	TRIM51	ENSG00000124900
Q9Y320	TMX2	ENSG00000213593
O14530	TXNDC9	ENSG00000115514
Q8TAI1	TYMSOS	ENSG00000176912
Q7RTX1	TAS1R1	ENSG00000173662
Q9BTX7	TTPAL	ENSG00000124120
A0A0B4J1U6	TRBV9	ENSG00000282204
A0A0B4J1U6	TRBV9	ENSG00000211716
A0A0C4DH59	TRBV5-4	ENSG00000282466
A0A0C4DH59	TRBV5-4	ENSG00000230099
D6RJB6	USP17L20	ENSG00000250745
Q8WVF2	UCMA	ENSG00000165623
Q96RL1	UIMC1	ENSG00000087206
Q96KR7	PHACTR3	ENSG00000087495
Q01860	POU5F1	ENSG00000206454
Q01860	POU5F1	ENSG00000237582
Q01860	POU5F1	ENSG00000229094
Q01860	POU5F1	ENSG00000230336
Q01860	POU5F1	ENSG00000235068
Q01860	POU5F1	ENSG00000233911
Q01860	POU5F1	ENSG00000204531
Q496M5	PLK5	ENSG00000185988
Q8IXY8	PPIL6	ENSG00000185250
A8MQ11	PMS2P5	ENSG00000123965
P0CG38	POTEI	ENSG00000196834
Q13835	PKP1	ENSG00000081277
Q4J6C6	PREPL	ENSG00000138078
Q9HBU9	POPDC2	ENSG00000121577
Q96C90	PPP1R14B	ENSG00000173457
A1L4L8	PLAC8L1	ENSG00000173261
Q9UM63	PLAGL1	ENSG00000118495
Q6ZS11	RINL	ENSG00000282895
Q6ZS11	RINL	ENSG00000187994
P04156	PRNP	ENSG00000171867
F7VJQ1	PRNP	ENSG00000171867
Q96J94	PIWIL1	ENSG00000275051
Q96J94	PIWIL1	ENSG00000125207
Q9Y253	POLH	ENSG00000170734
O75417	POLH	ENSG00000170734
O94763	URI1	ENSG00000105176
O75526	RBMXL2	ENSG00000170748
Q9H871	RMND5A	ENSG00000153561
P0DPB5	POLR1D	ENSG00000186184
P0DPB6	POLR1D	ENSG00000186184
Q13905	RAPGEF1	ENSG00000107263
Q8TC41	RNF217	ENSG00000146373
P62070	RRAS2	ENSG00000133818
Q9H633	RPP21	ENSG00000239927
Q9H633	RPP21	ENSG00000241779
Q9H633	RPP21	ENSG00000241863
Q9H633	RPP21	ENSG00000243009
Q9H633	RPP21	ENSG00000242726
Q9H633	RPP21	ENSG00000239865
Q9H633	RPP21	ENSG00000241370
A6NMZ2	SNTN	ENSG00000188817
Q9Y5X0	SNX10	ENSG00000086300
Q9NWM0	SMOX	ENSG00000088826
Q9NWM0	SMO	ENSG00000128602
Q99835	SMO	ENSG00000128602
P0C7V6	SUPT20HL2	ENSG00000223611
Q8NDZ2	SIMC1	ENSG00000170085
Q9UIG8	SLCO3A1	ENSG00000176463
Q9H2Y9	SLCO5A1	ENSG00000137571
Q96PX8	SLITRK1	ENSG00000178235
A0A1B0GW64	SMIM33	ENSG00000288274
A0A1B0GW64	SMIM33	ENSG00000283288
Q8IXJ6	SIRT2	ENSG00000283100
Q8IXJ6	SIRT2	ENSG00000068903
P63272	SUPT4H1	ENSG00000213246
Q9BQB4	SOST	ENSG00000167941
Q7Z5L4	SPATA19	ENSG00000166118
Q9UIV8	SERPINB13	ENSG00000197641
Q9UN79	SOX13	ENSG00000143842
Q96DU3	SLAMF6	ENSG00000162739
P02549	SPTA1	ENSG00000163554
Q15005	SPCS2	ENSG00000118363
Q15005	SPC25	ENSG00000277909
Q15005	SPC25	ENSG00000152253
Q9HBM1	SPC25	ENSG00000277909
Q9HBM1	SPC25	ENSG00000152253
Q9Y2M2	SSUH2	ENSG00000125046
Q8TE77	SSH3	ENSG00000172830
Q7RTT3	SSX9P	ENSG00000204648
Q7RTT3	SSX9P	ENSG00000290708
Q08ET2	SIGLEC14	ENSG00000254415
P49888	SULT1E1	ENSG00000109193
O95772	STARD3NL	ENSG00000010270
P51692	STAT5B	ENSG00000173757
Q96MF2	STAC3	ENSG00000185482
Q6NVH7	SWSAP1	ENSG00000173928
Q86TI0	TBC1D1	ENSG00000065882
Q96SF7	TBX15	ENSG00000092607
B6A8C7	TARM1	ENSG00000276145
B6A8C7	TARM1	ENSG00000275123
B6A8C7	TARM1	ENSG00000275384
B6A8C7	TARM1	ENSG00000273875
B6A8C7	TARM1	ENSG00000274889
B6A8C7	TARM1	ENSG00000277178
B6A8C7	TARM1	ENSG00000276604
B6A8C7	TARM1	ENSG00000275806
B6A8C7	TARM1	ENSG00000276355
B6A8C7	TARM1	ENSG00000248385
Q9BXR5	TLR10	ENSG00000174123
P10646	TFPI	ENSG00000003436
Q9NR97	TLR8	ENSG00000101916
Q8IW70	TMEM151B	ENSG00000178233
O14948	TFEC	ENSG00000105967
Q6B0B8	TIGD3	ENSG00000173825
P02787	TF	ENSG00000091513
Q14134	TRIM29	ENSG00000137699
Q13049	TRIM32	ENSG00000119401
A0A075B6S0	TRGJ1	ENSG00000211690
Q8IUR5	TMTC1	ENSG00000133687
Q9H0E2	TOLLIP	ENSG00000078902
P0CI25	TRIM49	ENSG00000168930
O43399	TPD52L2	ENSG00000101150
Q59H18	TNNI3K	ENSG00000116783
A0A075B6U4	TRAV7	ENSG00000211781
Q9HBA0	TRPV4	ENSG00000111199
A0A0B4J240	TRAV10	ENSG00000211784
Q03405	PLAUR	ENSG00000011422
Q2NL82	TSR1	ENSG00000167721
P49638	TTPA	ENSG00000137561
P49638	TPP1	ENSG00000166340
Q96AP0	TPP1	ENSG00000166340
O14773	TPP1	ENSG00000166340
P07477	PRSS1	ENSG00000274247
P07477	PRSS1	ENSG00000204983
Q9NVA1	UQCC1	ENSG00000101019
Q9NZI7	UBP1	ENSG00000153560
Q9NZ09	UBAP1	ENSG00000165006
Q70J99	UNC13D	ENSG00000092929
Q16560	SNRNP35	ENSG00000184209
Q8NB14	USP38	ENSG00000170185
Q8TED0	UTP15	ENSG00000164338
Q13415	ORC1	ENSG00000085840
Q9Y619	ORC1	ENSG00000085840
Q8NGR8	OR1L8	ENSG00000171496
Q8NGZ6	OR6F1	ENSG00000169214
Q96FW1	OTUB1	ENSG00000167770
Q99983	OMD	ENSG00000127083
Q9BSM1	PCGF1	ENSG00000115289
Q08174	PCDH1	ENSG00000156453
A6NGQ2	OOEP	ENSG00000203907
P04637	TP53	ENSG00000141510
Q96NR3	PTCHD1	ENSG00000165186
Q16825	PTPN21	ENSG00000070778
O43502	RAD51C	ENSG00000108384
P22695	UQCRC2	ENSG00000140740
Q8TDP1	RNASEH2C	ENSG00000172922
Q96LT9	RNPC3	ENSG00000185946
Q9BXT8	RNF17	ENSG00000132972
A6NIN4	RNF227	ENSG00000179859
P62249	RPS16	ENSG00000105193
Q17RH7	TPRXL	ENSG00000180438
Q6IMI4	SULT6B1	ENSG00000138068
Q9ULQ0	STRIP2	ENSG00000128578
P08240	SRPRA	ENSG00000182934
Q687X5	STEAP4	ENSG00000127954
P0CV98	TSPY3	ENSG00000228927
Q15527	SURF2	ENSG00000281024
Q15527	SURF2	ENSG00000148291
P61764	STXBP1	ENSG00000136854
O15042	U2SURP	ENSG00000163714
Q8NFB2	TMEM185A	ENSG00000269556
Q9NYW3	TAS2R7	ENSG00000273326
Q9NYW3	TAS2R7	ENSG00000274327
Q9NYW3	TAS2R7	ENSG00000121377
Q02763	TEK	ENSG00000120156
Q96H15	TIMD4	ENSG00000145850
P21579	SYT1	ENSG00000067715
P59537	TAS2R43	ENSG00000262612
P59537	TAS2R43	ENSG00000282537
P59537	TAS2R43	ENSG00000255374
Q96CG3	TIFA	ENSG00000145365
P68363	TUBA1B	ENSG00000123416
Q99595	TIMM17A	ENSG00000134375
Q9BVV7	TIMM21	ENSG00000075336
A0A075B6Y9	TRAJ42	ENSG00000211847
Q9NV12	TMEM140	ENSG00000146859
A0PJX2	TLDC2	ENSG00000101342
Q86YL5	TDRP	ENSG00000180190
Q13569	TDG	ENSG00000139372
Q9BZW4	TM6SF2	ENSG00000213996
Q8N661	TMEM86B	ENSG00000180089
Q9BZW5	TM6SF1	ENSG00000136404
Q96PL2	TECTB	ENSG00000119913
O15417	TNRC18	ENSG00000182095
Q03169	TNFAIP2	ENSG00000185215
Q9BVG3	TRIM62	ENSG00000116525
A0A5B9	TRBC2	ENSG00000276849
A0A5B9	TRBC2	ENSG00000211772
Q6ZXV5	TMTC3	ENSG00000139324
P50591	TNFSF10	ENSG00000121858
Q86TZ1	TTC6	ENSG00000139865
Q86VY4	TSPYL5	ENSG00000180543
A0A0A6YYC5	TRAV14DV4	ENSG00000211792
O60637	TSPAN3	ENSG00000140391
A0A087WV62	TRBV16	ENSG00000282415
A0A087WV62	TRBV16	ENSG00000275243
Q86TN4	TRPT1	ENSG00000149743
Q9BZ97	TTTY13	ENSG00000184991
Q9BZ97	TTTY13	ENSG00000285001
E5RIL1	UPK3BL2	ENSG00000284981
Q05086	UBE3A	ENSG00000114062
Q8TBC4	UBA3	ENSG00000144744
Q969T4	UBE2E3	ENSG00000170035
Q6EMK4	VASN	ENSG00000274334
Q6EMK4	VASN	ENSG00000168140
O75191	XYLB	ENSG00000093217
Q2TBF2	WSCD2	ENSG00000075035
P56703	WNT3	ENSG00000277641
P56703	WNT3	ENSG00000277626
P56703	WNT3	ENSG00000108379
Q7Z3J2	VPS35L	ENSG00000103544
P58304	VSX2	ENSG00000119614
Q15269	PWP2	ENSG00000241945
P15151	PVR	ENSG00000073008
Q6ZTQ3	RASSF6	ENSG00000169435
P01112	HRAS	ENSG00000276536
P01112	HRAS	ENSG00000174775
P62877	RBX1	ENSG00000100387
Q8NC24	RELL2	ENSG00000164620
Q3YEC7	RABL6	ENSG00000196642
O95755	RAB36	ENSG00000100228
Q9BTD8	RBM42	ENSG00000126254
Q13637	RAB32	ENSG00000118508
Q9NZL6	RGL1	ENSG00000143344
Q7L804	RAB11FIP2	ENSG00000107560
Q9UGC6	RGS17	ENSG00000091844
Q6R327	RICTOR	ENSG00000164327
Q96AA3	RFT1	ENSG00000163933
Q9NWF4	RFT1	ENSG00000163933
Q96K30	RITA1	ENSG00000139405
O95707	POP4	ENSG00000105171
P0DMW2	POP4	ENSG00000105171
